title,company,degree,experience,max_salary(/month),min_salary(/month),place,title,CompanyType
技术支持工程师,浙江银江智慧交通集团有限公司,大专,无工作经验,4.5千/月,3,西安-高新技术产业开发区,技术支持工程师,民营
技术支持工程师（监控系统-风创）,内蒙古久和能源装备有限公司,中专,1年经验,8千/月,5,西安-未央区,技术支持工程师（监控系统-风创）,民营
高级软件工程师,上海宝信软件股份有限公司,本科,1年经验,6千/月,4,西安-高新技术产业开发区,高级软件工程师,国企        ??|??1000-5000人            ??|??计算机软件    
Framework工程师,上海三旗通信科技有限公司,本科,无工作经验,1.5,0.8,西安-高新技术产业开发区,Framework工程师,"合资        ??|??150-500人            ??|??通信/电信/网络设备,计算机硬件    "
Web开发工程师 (职位编号：05),宁波江丰生物信息技术有限公司,大专,无工作经验,7千/月,4,宁波,Web开发工程师 (职位编号：05),民营
软件实施工程师,翰林经纬科技（北京）有限公司,大专,无工作经验,6千/月,3,西安,软件实施工程师,民营
银行数据分析师（实习生）,北京融英乐知科技有限公司,大专,无工作经验,1.2,0.6,北京-西城区,银行数据分析师（实习生）,民营
IT部门负责人,西安浦勒生物科技有限公司,本科,2年经验,1,0.8,西安,IT部门负责人,民营
资深网管软件研发工程师,瑞斯康达科技发展股份有限公司,中专,无工作经验,2,0.7,陕西省,资深网管软件研发工程师,民营
微软软件研发工程师,西安华美海润软件工程有限公司,本科,无工作经验,1,0.4,西安,微软软件研发工程师,合资        ??|??50-150人            ??|??计算机软件    
对日软件开发工程师-OBA3,上海新致软件股份有限公司,中专,无工作经验,9千/月,5,西安,对日软件开发工程师-OBA3,"合资        ??|??1000-5000人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
开发工程师,西安精益达供应链科技管理有限责任公司,大专,3-4年经验,8千/月,5,西安-高新技术产业开发区,开发工程师,民营
云端开发工程师（西安）,四川长虹多媒体产业有限公司,硕士,无工作经验,,,西安,云端开发工程师（西安）,国企        
数据分析/数据挖掘师,陕西博安消防科技有限公司,中专,2年经验,6千/月,4.5,西安,数据分析/数据挖掘师,民营
通信工程师 网优测试实习生 3k-5k急招,陕西志和信息技术有限公司,大专,无工作经验,5千/月,2.5,西安-雁塔区,通信工程师 网优测试实习生 3k-5k急招,民营
2018应届毕业生,上海易立德企业管理咨询有限公司,本科,无工作经验,8千/月,6,西安,2018应届毕业生,民营
软件工程师,西安微媒软件有限公司,大专,2年经验,4千/月,3,西安-高新技术产业开发区,软件工程师,民营
研发工程师,陕西航天信息有限公司,中专,无工作经验,8千/月,4,西安,研发工程师,上市
项目经理,陕西宏景瑞安信息技术有限公司,本科,3-4年经验,1,0.4,西安,项目经理,民营
Web高级前端工程师,摩石环球科技有限公司,本科,3-4年经验,7千/月,4,西安,Web高级前端工程师,"外资（非欧美）        ??|??50-150人            ??|??计算机软件,互联网/电子商务    "
应用软件工程师,西安兴航航空仿真科技有限公司,本科,3-4年经验,1,0.6,西安-阎良区,应用软件工程师,民营
项目经理,恩梯梯数据（中国）信息技术有限公司西安分公司,本科,5-7年经验,1.5,1,西安-高新技术产业开发区,项目经理,"外资（非欧美）        ??|??150-500人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
网管软件工程师,大唐移动通信设备有限公司,硕士,无工作经验,,,西安,网管软件工程师,国企        
数据分析工程师,西安涵君食品有限公司,本科,1年经验,6千/月,4.5,西安-雁塔区,数据分析工程师,民营
软件工程师 FIG Engineer,奥宝精密电子（苏州）有限公司,本科,1年经验,6千/月,4.5,咸阳,软件工程师 FIG Engineer,外资（欧美）        ??|??150-500人            ??|??电子技术/半导体/集成电路    
软件开发工程师,广州市汶鑫自控工程有限公司,中专,5-7年经验,1.5,1,西安,软件开发工程师,民营
WEB前端开发/国企招聘/西安,大唐融合通信股份有限公司,本科,3-4年经验,1,0.6,西安,WEB前端开发/国企招聘/西安,"国企        ??|??150-500人            ??|??计算机软件,通信/电信/网络设备    "
软件工程师,西安奥尼普特电子信息技术有限责任公司,本科,无工作经验,1,0.8,西安,软件工程师,民营
Android Framework架构和应用工程师,陕西瑞迅电子信息技术有限公司,本科,3-4年经验,1.2,0.8,西安-高新技术产业开发区,Android Framework架构和应用工程师,民营
软件测试工程师,广州通导信息技术服务有限公司,本科,无工作经验,8千/月,4,西安,软件测试工程师,民营
项目经理,西安科籁信息技术有限公司,本科,2年经验,1.2,0.6,西安,项目经理,民营
软件开发工程师,陕西神舟航天软件股份有限公司,本科,3-4年经验,6.5千/月,4.5,西安,软件开发工程师,国企        ??|??少于50人            ??|??计算机软件    
android软件开发工程师,西安斯耐科管道机器人科技有限公司,本科,3-4年经验,8千/月,6,西安-高新技术产业开发区,android软件开发工程师,民营
手机游戏客户端开发工程师,上海迪果网络科技有限公司,本科,无工作经验,1.2,0.7,西安-高新技术产业开发区,手机游戏客户端开发工程师,民营
对日软件开发工程师[JTC04] (职位编号：JTE04),南京联迪信息系统股份有限公司,中专,1年经验,1,0.8,南京-建邺区,对日软件开发工程师[JTC04] (职位编号：JTE04),民营
渗透测试工程师,陕西通信信息技术有限公司,本科,1年经验,6千/月,4.5,西安,渗透测试工程师,"国企        ??|??150-500人            ??|??通信/电信运营、增值服务,通信/电信/网络设备    "
Android app软件开发工程师,西安长大公路养护技术有限公司,本科,无工作经验,6千/月,3,西安-雁塔区,Android app软件开发工程师,民营
Sr.python automation TE（高级自动化测试）-西安-01960,博彦科技股份有限公司,中专,3-4年经验,1.5,1,西安,Sr.python automation TE（高级自动化测试）-西安-01960,"外资（欧美）        ??|??10000人以上            ??|??计算机软件,通信/电信/网络设备    "
Android开发工程师,陕西时尚圈电子商务有限公司,中专,无工作经验,1,0.8,宝鸡,Android开发工程师,民营
高薪诚聘全景VR开发工程师（公司氛围好）,陕西中清龙图数字科技有限公司,中专,无工作经验,8千/月,6,西安,高薪诚聘全景VR开发工程师（公司氛围好）,民营
Java/php开发工程师,金月汇大健康产业管理有限公司,中专,无工作经验,6千/月,4.5,西安,Java/php开发工程师,民营
java开发工程师,北京中软国际信息技术有限公司,本科,无工作经验,1,0.8,西安-高新技术产业开发区,java开发工程师,"合资        ??|??10000人以上            ??|??计算机服务(系统、数据服务、维修),计算机软件    "
Java高级开发工程师,中创三优（北京）科技有限公司,本科,5-7年经验,1.3,0.8,西安-高新技术产业开发区,Java高级开发工程师,合资        ??|??50-150人            ??|??互联网/电子商务    
中级JAVA工程师,西安银博科技有限责任公司,本科,3-4年经验,1.3,0.8,西安,中级JAVA工程师,国企        ??|??150-500人            ??|??计算机软件    
JAVA PL工程师职位,西安安谷运合软件技术有限公司,本科,3-4年经验,1.4,0.7,西安,JAVA PL工程师职位,民营
Java研发工程师(T3. 工程师) (职位编号：T3),深圳安道云科股份有限公司,本科,1年经验,8千/月,6,西安-雁塔区,Java研发工程师(T3. 工程师) (职位编号：T3),民营
Java开发工程师,深圳震有科技股份有限公司,本科,2年经验,1.2,0.6,西安-高新技术产业开发区,Java开发工程师,民营
JAVA开发工程师,航天星图科技（北京）有限公司,硕士,无工作经验,,,西安,JAVA开发工程师,民营
高级Java开发工程师,西安冠群信息技术有限公司,大专,5-7年经验,1.5,1,西安-雁塔区,高级Java开发工程师,上市
JAVA开发工程师,西安榴莲网络科技有限公司,本科,3-4年经验,1.5,1,西安-高新技术产业开发区,JAVA开发工程师,民营
java 软件开发工程师,西安同凯电子科技有限责任公司,本科,3-4年经验,7千/月,4,西安-高新技术产业开发区,java 软件开发工程师,民营
零基础Java助理工程师(高薪双休),西安腾瑞信息科技有限公司,大专,无工作经验,8千/月,3,西安,零基础Java助理工程师(高薪双休),民营
Java开发工程师,西安极数宝数据服务有限公司,本科,3-4年经验,1,0.4,西安,Java开发工程师,民营
Java高级工程师,华正云科（北京）信息技术有限公司,本科,3-4年经验,1.2,0.8,西安-经济技术开发区,Java高级工程师,民营
实习生-Java（储备岗）-接受转行,陕西西软智能科技有限责任公司,大专,无工作经验,6千/月,3,西安-高新技术产业开发区,实习生-Java（储备岗）-接受转行,民营
JAVA软件工程师,陕西金开贷金融服务有限公司,本科,无工作经验,12,8,西安,JAVA软件工程师,国企        ??|??50-150人            ??|??金融/投资/证券    
Java高级开发工程师,陕西西建大聚慧软件科技有限公司,本科,5-7年经验,1.5,0.8,西安-碑林区,Java高级开发工程师,民营
Java中级软件工程师,西安途悦信息技术有限公司,本科,5-7年经验,9千/月,7,西安-雁塔区,Java中级软件工程师,民营
JAVA项目经理,上海汇纳信息科技股份有限公司,本科,5-7年经验,1.5,1,西安,JAVA项目经理,上市
Java开发工程师,上海阅维信息科技有限公司,本科,3-4年经验,1.6,0.8,西安,Java开发工程师,民营
Java高级开发工程师,上海拓取网络信息服务有限公司,本科,5-7年经验,1.6,1.2,西安,Java高级开发工程师,民营
java高级软件工程师,西安驭思软件科技有限公司,本科,3-4年经验,8千/月,6,西安,java高级软件工程师,民营
互联网软件开发带薪实习生（Java方向）,北京电商世纪科技有限公司,大专,无工作经验,6千/月,4.5,西安,互联网软件开发带薪实习生（Java方向）,民营
java软件开发(理工类可无经验),西安亿才软件服务外包有限公司,大专,无工作经验,8千/月,3.5,西安,java软件开发(理工类可无经验),民营
JAVA开发工程师 (职位编号：002),西安触角电子科技有限公司,大专,2年经验,6千/月,4.5,西安-未央区,JAVA开发工程师 (职位编号：002),民营
java高级开发工程师,西安复观网络科技有限公司,大专,3-4年经验,1,0.6,西安,java高级开发工程师,上市
JAVA高级开发工程师,北京思诺博信息技术股份有限公司,本科,3-4年经验,1,0.8,西安,JAVA高级开发工程师,合资        ??|??150-500人            ??|??计算机软件    
Java软件工程师,华软汇智（北京）国际软件技术研究院陕西分院,中专,无工作经验,8千/月,6,西安,Java软件工程师,民营
JAVA工程师,西安数之元网络科技有限公司,本科,3-4年经验,7千/月,4,西安-高新技术产业开发区,JAVA工程师,民营
高级Java软件工程师,北京北信源软件股份有限公司西安分公司,大专,5-7年经验,1.5,1,西安-雁塔区,高级Java软件工程师,民营
JAVA开发工程师(001258) (职位编号：netposa001258),东方网力科技股份有限公司,本科,5-7年经验,1.5,1,西安-雁塔区,JAVA开发工程师(001258) (职位编号：netposa001258),上市
java软件测试全职实习生,北京信都桥景科技有限公司,本科,无工作经验,3千/月,2,西安-高新技术产业开发区,java软件测试全职实习生,民营
高级Java工程师,陕西万尚星软件科技有限公司,大专,无工作经验,1.5,1,西安-碑林区,高级Java工程师,民营
Java开发工程师,西安海博软件服务有限公司,本科,无工作经验,1.2,0.8,西安,Java开发工程师,外资（欧美）        ??|??少于50人            ??|??计算机软件    
JAVA高级开发工程师,西安酷聊智能科技有限公司,本科,3-4年经验,1.5,0.9,西安-高新技术产业开发区,JAVA高级开发工程师,民营
诚聘java技术员,西安杰普林网络科技有限公司,大专,无工作经验,4.5千/月,3,西安-雁塔区,诚聘java技术员,民营
java开发工程师,上海青乾科技有限公司,本科,2年经验,6千/月,4.5,西安-雁塔区,java开发工程师,民营
Java开发工程师,西安宫氏云社网络科技有限公司,中专,3-4年经验,8千/月,4,西安-高新技术产业开发区,Java开发工程师,民营
Java 架构师,西安开垦信息科技有限公司,大专,5-7年经验,2.6,1.5,西安-高新技术产业开发区,Java 架构师,民营
高级JAVA Web开发工程师,西安恒坐标教育科技集团有限公司,本科,3-4年经验,1.5,1,西安-雁塔区,高级JAVA Web开发工程师,民营
Java  Web开发工程师,西安轩承网络科技有限公司,本科,2年经验,1.2,0.6,西安-高新技术产业开发区,Java  Web开发工程师,民营
Java讲师(双休/带薪寒假/交五险),陕西厚溥教育科技有限公司,本科,2年经验,1,0.6,咸阳,Java讲师(双休/带薪寒假/交五险),民营
java高级开发工程师,西安众擎电子科技有限公司,本科,5-7年经验,1.5,1,西安,java高级开发工程师,民营
JAVA软件工程师,西安灵秀机电智能系统技术有限公司,本科,无工作经验,8千/月,4,西安,JAVA软件工程师,民营
java中高级软件工程师,北京慧点科技有限公司,本科,5-7年经验,1.5,1,西安,java中高级软件工程师,国企        ??|??500-1000人            ??|??计算机软件    
JAVA开发工程师,西安环太科技发展有限公司,中专,无工作经验,6千/月,4.5,西安-高新技术产业开发区,JAVA开发工程师,民营
Java高级开发工程师,西安图迹信息科技有限公司,本科,5-7年经验,1.5,0.8,西安-高新技术产业开发区,Java高级开发工程师,民营
Java开发工程师（西安）,深圳市蓝凌软件股份有限公司,大专,3-4年经验,1,0.8,西安,Java开发工程师（西安）,上市
中级Java开发工程师 (职位编号：XAHZ2015001),西安汇正信息科技有限公司,大专,3-4年经验,8千/月,6,西安-高新技术产业开发区,中级Java开发工程师 (职位编号：XAHZ2015001),民营
Java开发工程师,海南尚品易购电子商务有限公司,中专,无工作经验,8千/月,6,西安,Java开发工程师,民营
Java开发工程师,海南尚品易购电子商务有限公司,中专,无工作经验,8千/月,6,西安,Java开发工程师,民营
Java讲师（年薪15-20万）双休,西安雁塔兆隆计算机培训中心,本科,1年经验,20,15,西安,Java讲师（年薪15-20万）双休,民营
java开发（西安）,上海易宝软件有限公司杭州分公司,本科,无工作经验,1,0.8,西安,java开发（西安）,上市
Java开发实习生,西安尚观锦程网络科技有限公司,中专,无工作经验,4.5千/月,3,西安-高新技术产业开发区,Java开发实习生,民营
JAVA讲师,华育国际教育集团西安分公司,大专,无工作经验,2,1.5,西安,JAVA讲师,民营
大数据JAVA开发工程师,通联商务服务有限公司,本科,3-4年经验,1.5,1,西安-新城区,大数据JAVA开发工程师,民营
Java软件开发工程师,西安融科通信技术有限公司,本科,2年经验,8千/月,6,西安,Java软件开发工程师,民营
MES助理方案工程师（JAVA 软件工程师）,罗克韦尔自动化(中国)有限公司,本科,无工作经验,,,西安,MES助理方案工程师（JAVA 软件工程师）,外资（欧美）        ??|??1000-5000人            ??|??仪器仪表/工业自动化    
高级java开发工程师 (职位编号：219368498013108),文思海辉技术有限公司Pactera Technology International Limited,本科,5-7年经验,1.5,1,西安,高级java开发工程师 (职位编号：219368498013108),外资（欧美）        ??|??10000人以上            ??|??计算机软件    
Java软件工程师（西安）,中达电子（江苏）有限公司,本科,无工作经验,,,西安,Java软件工程师（西安）,外资（非欧美）        
软件研发经理（JAVA）,西安银创多媒体有限责任公司,本科,5-7年经验,1.5,1,西安,软件研发经理（JAVA）,民营
急聘初级java开发工程师,西安泰晟信息科技有限公司,大专,2年经验,9千/月,6,兰州,急聘初级java开发工程师,民营
JAVA开发（中级）,西安美齐电子商务有限公司,大专,3-4年经验,1.3,0.6,西安-经济技术开发区,JAVA开发（中级）,民营
java开发工程师（手游服务器端）,西安西品网络科技有限公司,大专,2年经验,8千/月,6,西安-经济技术开发区,java开发工程师（手游服务器端）,民营
Java开发工程师,陕西德通信息科技有限公司,本科,1年经验,4.5千/月,3,西安-高新技术产业开发区,Java开发工程师,民营
JAVA-WEB高级软件工程师,西安易用视点软件科技有限公司,中专,3-4年经验,1,0.8,西安,JAVA-WEB高级软件工程师,民营
Java讲师（年薪15-20万）,西安智荟信息技术有限公司,中专,无工作经验,2,1.5,西安-高新技术产业开发区,Java讲师（年薪15-20万）,民营
Java讲师/助教,西安达内软件科技有限公司和平门分公司,大专,3-4年经验,8千/月,6,西安-碑林区,Java讲师/助教,民营
Java高级开发工程师,浙江网新恩普软件有限公司,中专,无工作经验,1,0.8,西安,Java高级开发工程师,民营
java/Androidl/c++/.net园区定岗生,西安哈伦网络科技有限公司,中专,无工作经验,6千/月,4.5,西安,java/Androidl/c++/.net园区定岗生,民营
Java大数据开发/初级工程师程序员/实习生,中高软信息技术（北京）有限公司,大专,1年经验,8千/月,6,北京-海淀区,Java大数据开发/初级工程师程序员/实习生,创业
Java高级开发工程师,西安圆创计算机信息技术有限责任公司,中专,无工作经验,1.2,0.6,西安,Java高级开发工程师,民营
JAVA工程师,广东华大互联网股份有限公司,大专,无工作经验,4.5千/月,3.5,西安,JAVA工程师,民营
java开发工程师（西安）,北京摩卡软件有限公司,大专,2年经验,1,0.8,西安,java开发工程师（西安）,"外资（非欧美）        ??|??500-1000人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
Java工程师,陕西医药控股集团派昂医疗器械有限公司,大专,3-4年经验,6千/月,4.5,西安,Java工程师,"国企        ??|??50-150人            ??|??医疗设备/器械,医疗/护理/卫生    "
初级Java软件开发工程师实习生（应届生优先）,西安乔木网络科技有限公司,中专,无工作经验,1,0.8,西安,初级Java软件开发工程师实习生（应届生优先）,民营
java项目经理,陕西百事通企业投资（集团）有限公司,本科,无工作经验,1.6,1,西安-高新技术产业开发区,java项目经理,民营
Java /Web开发工程师,西安荣天信息技术有限公司,中专,3-4年经验,1,0.8,西安-高新技术产业开发区,Java /Web开发工程师,民营
Java高级开发工程师,河北中科恒运软件科技股份有限公司西安分公司,中专,5-7年经验,1.5,1,西安-高新技术产业开发区,Java高级开发工程师,民营
Java开发3年以上经验,西安安托电脑网络系统集成有限公司,本科,3-4年经验,8千/月,6,西安,Java开发3年以上经验,民营
Java软件开发工程师/程序员/实习生（包住）,中高软信息技术（北京）有限公司,大专,无工作经验,8千/月,4.5,西安-雁塔区,Java软件开发工程师/程序员/实习生（包住）,民营
直扩招Java实习生+储备人才+双休+五险一金,中软卓越科技集团,大专,无工作经验,4千/月,3,陕西省,直扩招Java实习生+储备人才+双休+五险一金,上市
Java软件开发实习生-直招,陕西联云数据技术服务有限公司,大专,无工作经验,6千/月,4,西安,Java软件开发实习生-直招,民营
Java高级软件工程师,大唐移动通信设备有限公司西安分公司,本科,3-4年经验,1,0.8,西安,Java高级软件工程师,国企        ??|??500-1000人            ??|??通信/电信/网络设备    
Java工程师,西安恒歌数码科技有限责任公司,本科,3-4年经验,1.2,0.7,西安,Java工程师,民营
高级java软件工程师,陕西万盛达信息科技有限公司,中专,3-4年经验,1.5,0.8,西安-碑林区,高级java软件工程师,民营
Java高级开发工程师,西安华众电子科技股份有限公司,中专,无工作经验,2.5,2,西安,Java高级开发工程师,上市
java开发工程师,浙江盘石信息技术股份有限公司,大专,3-4年经验,1,0.8,西安-高新技术产业开发区,java开发工程师,上市
Java/Web/UI储备工程师,西安长公信息科技有限公司,大专,无工作经验,4.5千/月,3,西安,Java/Web/UI储备工程师,上市
JAVA开发工程师,陕西中海华晟信息技术有限公司,中专,无工作经验,1.2,0.6,西安,JAVA开发工程师,民营
Java软件工程师,税友软件集团股份有限公司,大专,无工作经验,1,0.6,西安-雁塔区,Java软件工程师,民营
高级Java开发-西安-00233,卫宁健康科技集团股份有限公司,本科,无工作经验,1.5,1,西安-高新技术产业开发区,高级Java开发-西安-00233,上市
资深JAVA开发培训教师,安艾艾迪信息技术（上海）有限公司,本科,无工作经验,1.5,1,上海-长宁区,资深JAVA开发培训教师,外资（非欧美）        ??|??150-500人            ??|??教育/培训/院校    
大数据方向JAVA开发助理(双休）,北京优伯立信科技发展有限公司,大专,无工作经验,6千/月,4.5,西安,大数据方向JAVA开发助理(双休）,民营
Java高级开发工程师,天维尔信息科技股份有限公司,本科,5-7年经验,1.5,0.8,西安,Java高级开发工程师,民营
高级Java开发工程师（西安）(000800) (职位编号：nationsky000800),启迪国信科技有限公司,中专,无工作经验,2,1.5,西安-雁塔区,高级Java开发工程师（西安）(000800) (职位编号：nationsky000800),国企        ??|??500-1000人            ??|??互联网/电子商务    
对日java开发工程师,阿富络希信息科技（济南）有限公司,大专,无工作经验,5,1,国外,对日java开发工程师,外资（非欧美）        ??|??少于50人            ??|??计算机软件    
浏览器软件开发（Java/C）实习生/应届生 项目奖+提成,重庆卓睿信息技术有限公司,大专,无工作经验,6千/月,4.5,陕西省,浏览器软件开发（Java/C）实习生/应届生 项目奖+提成,上市
Java工程师,陕西智购网络科技有限公司,大专,无工作经验,6千/月,4,西安-雁塔区,Java工程师,民营
Java开发+双休+五险一金+应届生,西安龙卷风企业管理咨询有限公司,大专,无工作经验,6千/月,4,西安,Java开发+双休+五险一金+应届生,上市
JAVA架构师,西安远眺卫星通信有限公司,本科,3-4年经验,8千/月,6,西安-雁塔区,JAVA架构师,民营
Java开发工程师 (职位编号：1),陕西太白山旅游网络科技有限公司,本科,3-4年经验,1.2,0.5,西安-莲湖区,Java开发工程师 (职位编号：1),国企        ??|??50-150人            ??|??互联网/电子商务    
2017应届生-软件开发工程师（java）(西安),北京中油瑞飞信息技术有限责任公司,本科,无工作经验,8千/月,6,西安,2017应届生-软件开发工程师（java）(西安),"国企        ??|??1000-5000人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
Java开发工程师,成都市新东能建信息技术有限公司西安分公司,大专,3-4年经验,1.2,0.8,西安-高新技术产业开发区,Java开发工程师,民营
java高级软件工程师,陕西集思科技有限公司,大专,8-9年经验,1.5,0.8,西安,java高级软件工程师,民营
Java开发工程师,广州亿程交通信息有限公司,大专,3-4年经验,1.2,0.6,西安,Java开发工程师,上市
java带薪开发实习岗（可接受应届生）,西安天讯网络信息技术有限公司,大专,无工作经验,4.5千/月,3,西安-高新技术产业开发区,java带薪开发实习岗（可接受应届生）,民营
JAVA开发项目经理,西安协同时光软件有限公司,大专,5-7年经验,1.2,0.8,西安,JAVA开发项目经理,民营
Java Web开发工程师 (职位编号：02),西安德雅通科技有限公司,大专,2年经验,9.9千/月,6,西安-高新技术产业开发区,Java Web开发工程师 (职位编号：02),民营
JAVA中高级软件工程师,陕西德容信息技术有限公司,本科,3-4年经验,1.2,0.8,西安,JAVA中高级软件工程师,民营
JAVA开发,中移在线服务有限公司,中专,5-7年经验,25,15,郑州,JAVA开发,"国企        ??|??500-1000人            ??|??计算机软件,电子技术/半导体/集成电路    "
Java开发实习生,杭州珍林网络技术有限公司,本科,无工作经验,5千/月,2.5,杭州-西湖区,Java开发实习生,民营
Java培训师,裕日软件有限公司,大专,3-4年经验,1,0.5,西安,Java培训师,合资        ??|??50-150人            ??|??计算机软件    
java讲师,西安华美职业技术培训学校,大专,1年经验,1.5,0.8,西安-雁塔区,java讲师,民营
Java开发工程师,杭州百世伽信息科技有限公司,本科,2年经验,1,0.6,西安,Java开发工程师,创业
JAVA开发工程师,北京量子伟业信息技术股份有限公司,大专,2年经验,1.2,0.8,西安,JAVA开发工程师,上市
实习生-初级Java工程师,西安亚购信息科技有限公司,中专,无工作经验,5千/月,4,西安-高新技术产业开发区,实习生-初级Java工程师,民营
Java开发工程师,西安依恩驰网络技术有限公司,中专,无工作经验,1,0.8,西安-高新技术产业开发区,Java开发工程师,民营
JAVA/Android应用程序开发工程师,西安天和防务技术股份有限公司,本科,3-4年经验,7千/月,4,西安,JAVA/Android应用程序开发工程师,上市
JAVA架构师,西安竟伯商贸有限公司,本科,无工作经验,2.5,2,西安-高新技术产业开发区,JAVA架构师,民营
Java高级开发工程师（陕西）,南昌健新科技有限公司,大专,无工作经验,1,0.8,西安,Java高级开发工程师（陕西）,民营
高级JAVA开发工程师,邦正科技股份有限公司,本科,5-7年经验,1.2,0.8,西安,高级JAVA开发工程师,上市
java程序员,西安英硕科技有限公司,本科,1年经验,4.5千/月,3,西安,java程序员,民营
高级java web开发工程师,上海道枢信息技术有限公司,本科,3-4年经验,2,1,上海-青浦区,高级java web开发工程师,创业
Java高级研发工程师,西安中服软件有限公司,本科,3-4年经验,1.5,1,西安,Java高级研发工程师,民营
java工程师,陕西锦华网络科技有限责任公司,中专,1年经验,6千/月,4.5,西安-高新技术产业开发区,java工程师,民营
Java软件开发/产品研发工程师,上海汉得信息技术股份有限公司,中专,无工作经验,1.5,0.8,西安,Java软件开发/产品研发工程师,上市
java开发工程师（西安）-广正(004468) (职位编号：glodon004468),广联达科技股份有限公司,本科,3-4年经验,1.5,1,西安-未央区,java开发工程师（西安）-广正(004468) (职位编号：glodon004468),上市
Java开发工程师,西安国际医学中心有限公司,本科,3-4年经验,9千/月,5,西安-高新技术产业开发区,Java开发工程师,上市
高级Java开发工程师,西安宇明信息科技有限公司,中专,3-4年经验,1,0.8,西安,高级Java开发工程师,民营
高级JAVA工程师,北京时代一峰信息技术有限公司,本科,2年经验,1.2,0.8,西安-高新技术产业开发区,高级JAVA工程师,民营
中高级Java开发工程师,长沙中航信息技术有限公司,大专,3-4年经验,8千/月,6,汉中,中高级Java开发工程师,民营
Java开发工程师,陕西省君凯电子科技有限公司,本科,2年经验,1,0.7,西安,Java开发工程师,民营
Java工程师,广誉远中药股份有限公司,中专,3-4年经验,9千/月,8,西安-高新技术产业开发区,Java工程师,上市
Java web软件开发工程师,北京瑞友科技股份有限公司,本科,3-4年经验,8千/月,6,西安-高新技术产业开发区,Java web软件开发工程师,民营
Java开发工程师,上海屹通信息科技发展有限公司,本科,无工作经验,8千/月,6,西安-高新技术产业开发区,Java开发工程师,上市
JAVA软件工程师,南威软件集团,本科,3-4年经验,8千/月,6,西安,JAVA软件工程师,上市
Java开发经理,苏迪科技,本科,3-4年经验,1.4,0.7,西安,Java开发经理,民营
Java开发软件工程师(中级),陕西恒盛园房地产开发有限公司,本科,3-4年经验,1,0.8,西安,Java开发软件工程师(中级),民营
中级Java开发工程师（西安）,深圳微品致远信息科技有限公司,中专,无工作经验,1.2,0.6,西安,中级Java开发工程师（西安）,"国企        ??|??150-500人            ??|??互联网/电子商务,计算机软件    "
中高级Java工程师,陕西埔安科贸有限公司,大专,无工作经验,1,0.8,西安-未央区,中高级Java工程师,民营
Java开发工程师,浙江大华技术股份有限公司,本科,2年经验,1.5,1,西安,Java开发工程师,民营
JAVA软件开发工程师,西咸新区旺贤资源管理有限公司,中专,无工作经验,8千/月,6,西安-碑林区,JAVA软件开发工程师,民营
JAVA,神州数码信息服务股份有限公司,本科,无工作经验,,,西安,JAVA,上市
Java开发工程师,亚信软件CMC,本科,无工作经验,1,0.6,西安-莲湖区,Java开发工程师,合资        ??|??10000人以上            ??|??计算机软件    
java开发工程师(11320170600014) (职位编号：004452),亚信软件研发中心PRD,本科,1年经验,1.5,1,西安-莲湖区,java开发工程师(11320170600014) (职位编号：004452),民营
Java资深开发工程师,上海哥瑞利软件有限公司,中专,无工作经验,1.8,1.2,上海-浦东新区,Java资深开发工程师,"合资        ??|??150-500人            ??|??计算机软件,计算机服务(系统、数据服务、维修)    "
Java开发工程师,一诺仪器（中国）有限公司,本科,无工作经验,1.2,0.6,西安,Java开发工程师,外资（非欧美）        ??|??500-1000人            ??|??仪器仪表/工业自动化    
JAVA后台开发经理,西安??通智能科技有限公司,中专,3-4年经验,1.8,1,西安-户县,JAVA后台开发经理,国企        ??|??少于50人            ??|??互联网/电子商务    
Java开发工程师（西安）,南京君合创胜数据科技有限责任公司,大专,2年经验,8,6,西安,Java开发工程师（西安）,民营
高级Java软件工程师,珠海捷智数据技术有限公司西安分公司,中专,无工作经验,1.6,1.2,西安-高新技术产业开发区,高级Java软件工程师,民营
Java开发工程师,西安澳鹏网络科技有限公司,中专,无工作经验,1.5,0.8,西安,Java开发工程师,民营
java讲师,青岛二三网络科技有限公司,中专,3-4年经验,1.5,0.9,西安,java讲师,民营
Java开发工程师,上海京颐科技股份有限公司,本科,3-4年经验,1.2,0.8,西安,Java开发工程师,"合资        ??|??500-1000人            ??|??互联网/电子商务,医疗/护理/卫生    "
JAVA开发工程师（西安/总部）,隆基绿能科技股份有限公司,本科,2年经验,8千/月,6,西安,JAVA开发工程师（西安/总部）,民营
JAVA开发工程师,西安格蒂电力有限公司,本科,3-4年经验,1,0.6,西安,JAVA开发工程师,民营
JAVA项目经理（技术开发及项目管理）,陕西西部数通电信资讯有限公司,本科,5-7年经验,1.5,0.8,西安,JAVA项目经理（技术开发及项目管理）,"合资        ??|??150-500人            ??|??通信/电信/网络设备,通信/电信运营、增值服务    "
高级JAVA后台开发工程师,陕西巨子生物技术有限公司,中专,5-7年经验,1.5,0.6,西安,高级JAVA后台开发工程师,民营
JAVA软件开发工程师,西安捷众软件科技有限公司,大专,3-4年经验,8千/月,3,西安,JAVA软件开发工程师,民营
